epoch,train_loss,val_loss,train_dice,val_dice,train_iou,val_iou,train_accuracy,val_accuracy,learning_rate,seconds
29,0.452733525633812,0.6122629880905152,0.8738611022631327,0.7882617076237997,0.7966277102629343,0.688172992070516,0.9149016698201498,0.8695180257161458,0.0001,7.4419660568237305
30,0.4686948666969935,0.605280747016271,0.8643052558104197,0.7859268267949422,0.7849324683348338,0.6900489131609598,0.9089176177978515,0.8692309061686198,0.0001,7.213962078094482
31,0.458898397286733,0.6311359604199728,0.8619423786799113,0.7791745781898498,0.7837001979351044,0.6907747427622477,0.9117650349934896,0.8703201293945313,0.0001,7.179816722869873
32,0.4554011791944504,0.6640770435333252,0.8671949863433838,0.7902139862378438,0.7875469128290812,0.6920631210009257,0.9103204727172851,0.8634358723958333,5e-05,7.135343313217163
33,0.4178280303875605,0.5924235184987386,0.885256818930308,0.7907819191614787,0.8128816564877828,0.6984232823053996,0.9228107452392578,0.8792477925618489,5e-05,7.102181673049927
34,0.41934119860331215,0.6052957713603974,0.8831521292527517,0.7981553077697754,0.8102571845054627,0.7073444724082947,0.9214276631673177,0.8757919311523438,5e-05,7.047308921813965
35,0.3968089749415716,0.5988328774770101,0.8925825476646423,0.7905667026837667,0.8242220759391785,0.6998979051907858,0.9266876856486003,0.8765047709147136,5e-05,7.161942481994629
36,0.38705017069975534,0.5828163643678029,0.8980504294236501,0.8065607070922851,0.8312712212403616,0.7101421316464742,0.9304808298746745,0.8769376118977864,5e-05,7.110341310501099
37,0.4107139378786087,0.5793331782023112,0.8872246523698171,0.7955544630686442,0.8184058825174968,0.7043985644976298,0.9219213485717773,0.8802563985188802,5e-05,7.168400764465332
38,0.3808393359184265,0.6186254541079204,0.8998992323875428,0.7881062507629395,0.8328479250272115,0.6942877650260926,0.9315773646036783,0.8706039428710938,5e-05,7.195671081542969
39,0.36454427391290667,0.6139964540799459,0.904190210501353,0.7859633962313334,0.8392643570899964,0.6976698517799378,0.9344832102457682,0.8744417826334635,5e-05,7.603682041168213
40,0.373627304037412,0.5742764393488566,0.8974468847115834,0.8030612190564473,0.828751269976298,0.7106670220692952,0.9319265365600586,0.8825350443522135,2.5e-05,7.359843730926514
